1,0.8736983488812813
2,0.87747099903614
3,0.8750346435072706
4,0.8691941071581882
5,0.8784048191679514
6,0.880190330362528
7,0.8790253832895162
8,0.8788197902578583
9,0.8750015996243331
10,0.8795956005494416
11,0.8801301304157948
12,0.8792991067998123
13,0.8793931316667161
14,0.8804951752025725
15,0.8770424499143352
16,0.8794634850974792
17,0.8809148925956649
18,0.8785322483965156
19,0.8817769173818214
20,0.8812684621430953
21,0.8782471097266592
22,0.8773465137171467
23,0.8791398352840539
24,0.8747991908213947
25,0.8810540974625122
